Link,Price,OwnershipType:,Property Type:,Bedrooms:,Bathrooms:,Half Bathrooms:,Access Type:,Amenities Nearby:,Built in:,Community Features:,Features:,Floor Space (approx):,Landscape Features:,Lot Depth:,Lot Frontage:,Zoning:,Sewer:,Parking Type:,Number_Parking_Spaces,Bathroom,Bedroom,Primary Bedroom,Recreation Room,Dining,Kitchen,Family,Living,Communication Type:,Fence Type:,Structure Type:,Utility Type:,Sun Room,Foyer,Utility,Laundry,Exercise,Pantry,Mudroom,Great Room,Pool Type:,Acres Range:,Architectural Style:,Basement:,Construction Materials:,Cooling:,Driveway Parking:,Exterior Features:,Heating:,Interior Features:,Laundry Features:,Lot Features:,Other Structures:,Parking Features:,Road Frontage Type:,Roof:,Security Features:,Utilities:,View:,Water Source:,Water Treatment:,Waterfront Features:,Irregular:,Lot Size:,2nd Bedroom,3rd Bedroom,Condo Fees:,MaintenanceFee Type:,Storage Type:,Fireplace Features:,Office,Den,Other,Workshop,Fencing:,Window Features:,Annual Tax Amount:,Drive:,Family Room:,Fronting On (NSEW):,Occupancy:,Pool:,Sewers:,Style:,Water:,Road Surface Type:,Storage,Eat-in Kitchen,Association Amenities:,Pool Features:,Dinette,Accessibility Features:,4th Bedroom,Common Elements Included:,Parking Included:,Water Included:,Approx Age:,Pets Permitted:,UFFI:,Parking/Drive:,Sitting,Games,Media Room,Surface Water:,5th Bedroom,Air Conditioning:,Survey:,Breakfast,Approx Square Footage:,Furnace,Flooring:,Loft,Docking Type:,Library,Business Type:,Acreage:,Playroom,Appliances Included:,Acreage Info:,Attachment Style:,Basement Development:,District:,Driveway:,Exterior Finish:,Foundation:,Geocode Source:,Heating Cooling:,Hot Water Tank Type:,Major Area:,Outdoor Features:,Property SubTypes:,PropertyType:,Rental Equipment:,Sewer Availability:,Showings:,Side Of Road:,SiteInfluences:,Sub District:,Tax Year:,Title:,Type Of Dwelling:,Water Availability:,Heating Fuel:,Soil Type:,Porch,Shore line:,Attic,View Type:,Area Influences:
https://www.royallepage.ca/en/property/ontario/london/154-burnside-dr-e/19833573/mlsx6094524/,"$689,900",Freehold,Single Family,3+2,2,,,,,,,,,,,,,,6,Main LevelMeasurements not available,Main LevelMeasurements not available,,Basement Level10.36 m x 3.20 m33.99 ft x 10.50 ft,Main Level3.51 m x 6.40 m11.52 ft x 21.00 ft,Main Level3.51 m x 6.40 m11.52 ft x 21.00 ft,,,,,,,,,,,,,,Main Level3.51 m x 4.72 m11.52 ft x 15.49 ft,,,,,,,,,,,,,,,,,,,,,,,Yes,60 x 120 FT ; Irregular : Rear 47 Feet,Main Level3.20 m x 3.35 m10.50 ft x 10.99 ft,Main Level3.20 m x 2.44 m10.50 ft x 8.01 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,Basement Level3.05 m x 2.44 m10.01 ft x 8.01 ft,,,,,,,,,,,,Basement Level2.90 m x 4.27 m9.51 ft x 14.01 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/4-isleworth-rd/19828550/mlsx6091544/,"$1,550,000",Freehold,Single Family,6,5,,,,,,,,,,,,,Attached garage,6,,Main Level3.38 m x 2.77 m11.09 ft x 9.09 ft,2nd Level4.10 m x 8.37 m13.45 ft x 27.46 ft,,Main Level3.07 m x 3.15 m10.07 ft x 10.33 ft,Main Level3.07 m x 3.98 m10.07 ft x 13.06 ft,Main Level5.11 m x 6.11 m16.77 ft x 20.05 ft,Main Level3.07 m x 3.67 m10.07 ft x 12.04 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,53.6 x 121 FT,2nd Level4.47 m x 4.65 m14.67 ft x 15.26 ft,2nd Level3.31 m x 3.34 m10.86 ft x 10.96 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,2nd Level4.50 m x 3.20 m14.76 ft x 10.50 ft,,,,,,,,,,2nd Level2.45 m x 5.29 m8.04 ft x 17.36 ft,,2nd Level3.77 m x 4.04 m12.37 ft x 13.25 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/713-silversmith-street/19834122/mls40431368/,"$719,999",,,3,2+2,,,,,,,2000 Square Feet,,98.68 Feet,27.21 Feet,R2-1(6) / R4-5,Sewer (Municipal),,2,Basement Level0.00 X 0.00,2nd Level0.00 X 0.00,,,,,,,,,,,,,,,,,,,,< 0.5,Two Story,"Full, Finished","Brick Front, Vinyl Siding",Central Air,Private Drive Single Wide,,Forced Air,Other,,"Urban, Library, Park, Public Transit, Rec./Community Centre, Schools",,"Attached Garage, Garage Door Opener",,Other,,,,Municipal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/897-foxcreek-road/19822756/mls40430991/,"$1,089,000",,,4,3+1,,,,2013,,,2258 Square Feet,,127 Feet,53.88 Feet,R1-5,Sewer (Municipal),,,2nd Level,Basement Level3.78 X 4.47,2nd Level5.66 X 3.94,Basement Level10.79 X 6.17,Main Level4.72 X 3.02,Main Level4.50 X 5.87,,Main Level6.22 X 4.29,,,,,,,,Main Level2.57 X 2.69,,,,,,< 0.5,Two Story,"Full, Finished, Sump Pump","Brick Veneer, Concrete, Shingle Siding, Vinyl Siding, Wood Siding",Central Air,"Private Drive Double Wide, Private Drive Triple+ Wide",Landscaped,"Forced Air, Natural Gas",High Speed Internet,Main Level,"Urban, Irregular Lot, Near Golf Course, Park, Playground Nearby, Public Parking, Public Transit, School Bus Route, Shopping Nearby",,"Attached Garage, Asphalt",Municipal Road,Shingle,,"Cable Connected, Cell Service, Electricity Connected, Natural Gas Connected, Recycling Pickup, Street Lights, Phone Connected, Underground Utilities",,Municipal-Metered,,,,,,,,,,Gas,,,2nd Level,,,,,,,,,,,,,,,,,None,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/971-west-village-square/19833859/mls40431315/,"$599,900",,,3,2+1,,,,,,,1800 Square Feet,,85 Feet,20.00 Feet,R6-5,Sewer (Municipal),,2,Main Level,3rd Level4.11 X 2.82,2nd Level4.44 X 3.71,,Main Level3.10 X 2.44,Main Level4.57 X 2.44,,Main Level5.49 X 3.28,,,,,,,,,,,,,,< 0.5,Split Level,"Full, Unfinished","Aluminum Siding, Brick",Central Air,Private Drive Single Wide,,"Forced Air, Natural Gas",Auto Garage Door Remote(s),Upper Level,"Urban, Park, Playground Nearby, Public Transit, School Bus Route, Schools, Shopping Nearby, Trails",,Attached Garage,,Asphalt Shing,"Carbon Monoxide Detector(s), Smoke Detector(s)","Cable Available, Electricity Available, Garbage/Sanitary Collection, High Speed Internet Avail, Natural Gas Available, Recycling Pickup",,Municipal-Metered,,,,,,,,,,,,,2nd Level,,,,,,,,,,,,,,,,"BBQs Permitted, Playground, Parking",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/51-925-lawson-road/19821517/mls40430750/,"$469,900",,,3,1+1,,,,1992,,,1200 Square Feet,,,,R2-3; R5-4; NF,Sewer (Municipal),,,2nd Level,2nd Level2.54 X 4.11,2nd Level4.22 X 4.09,"Other level
                
            
        
        
            
                :Lower4.01 X 3.96",Main Level2.62 X 3.66,Main Level2.62 X 3.35,Main Level6.71 X 4.06,,,,,,,,,,,,,,,Not Applicable,Two Story,"Full, Partially Finished","Brick, Vinyl Siding",Central Air,Outside/Surface/Open,,"Forced Air, Natural Gas",,In Basement,"Urban, Greenbelt, Landscaped, Park, Place of Worship, Playground Nearby, Public Parking, Public Transit, School Bus Route, Schools, Shopping Nearby, Trails",,Assigned,,Asphalt Shing,,,,Municipal-Metered,,River/Stream,,,,,,,,,,,,,,,,,,,,,,,,,,,Parking,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/202-15-jacksway-crescent/19820022/mls40430290/,"$399,900",,,2,1+1,,,,1989,,,821 Square Feet,,,,"R-9, H1-4",Sewer (Municipal),,,Main Level,Main Level3.71 X 2.49,Main Level3.71 X 3.17,,Main Level2.21 X 3.68,Main Level2.74 X 2.74,,Main Level5.21 X 3.68,,,,,,,,,,,,,,,1 Storey/Apt,None,"Stone, Stucco",None,"Outside/Surface/Open, Visitor Parking","Balcony, Controlled Entry","Baseboard, Electric",,Common Area,"Urban, Ample Parking, Hospital, Library, Park, Place of Worship, Playground Nearby, Public Transit, Rec./Community Centre, Regional Mall, Schools, Shopping Nearby",,Unassigned,Municipal Road,Flat,,,,Municipal,,,,,,,$394,,,"Living Room, Gas",,,,,,,,,,,,,,,,,,,"Elevator(s), Fitness Center, Parking",None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/406-363-colborne-st/19804486/mlsx6074720/,"$389,000",Condominium/Strata,Single Family,2,2,,,,,,Balcony,,,,,,,,1,,Main Level3.05 m x 3.45 m10.01 ft x 11.32 ft,Main Level3.10 m x 4.55 m10.17 ft x 14.93 ft,,Main Level3.20 m x 4.57 m10.50 ft x 14.99 ft,Main Level2.34 m x 3.35 m7.68 ft x 10.99 ft,,Main Level3.91 m x 6.17 m12.83 ft x 20.24 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$601 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/1433-shore-road/19800775/mls40428577/,"$1,939,000",,,4,4+1,,,,,,,3938 Square Feet,,144.91 Feet,64.21 Feet,R1-9,Sewer (Municipal),,,2nd Level,2nd Level4.24 X 4.57,Main Level6.40 X 4.29,"Other level
                
            
        
        
            
                :Lower5.44 X 7.80",Main Level5.69 X 4.90,Main Level4.50 X 5.23,Main Level6.91 X 5.51,Main Level4.39 X 5.56,,,,,,,"Other level
                
            
        
        
            
                :Lower8.64 X 4.50",,,,Main Level4.39 X 4.01,,,< 0.5,Two Story,"Walk-Out Access, Full, Finished","Brick, Stucco",Central Air,Private Drive Triple+ Wide,"Landscaped, Lawn Sprinkler System, Privacy","Forced Air, Natural Gas","Central Vacuum, Air Exchanger, Built-In Appliances, In-law Capability","Laundry Room, Main Level","Urban, Greenbelt, Landscaped, Quiet Area, Ravine, Schools, Shopping Nearby, Trails, Other",,"Attached Garage, Garage Door Opener",,Shingle,"Alarm System, Carbon Monoxide Detector(s), Smoke Detector(s)",,,Municipal,,River/Stream,,,,,,,,"Family Room, Living Room, Gas, Recreation Room",Main Level5.49 X 3.68,,Main Level,,,Window Coverings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2nd Level3.84 X 4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/154-princeton-terrace/19809182/mls40429568/,"$1,499,000",,,4,3+1,,,,2023,,,2803 Square Feet,,120 Feet,70.20 Feet,R1-9(8),Sewer (Municipal),,,2nd Level2.49 X 2.06,2nd Level4.01 X 3.96,2nd Level3.81 X 5.46,,Main Level2.90 X 4.88,Main Level2.90 X 4.88,,,,,,,,Main Level2.29 X 2.79,,Main Level2.39 X 2.67,,Main Level2.13 X 1.55,,Main Level4.98 X 4.88,,< 0.5,Two Story,"Full, Unfinished","Brick, Stone, Stucco, Vinyl Siding","Central Air, Energy Efficient",Private Drive Double Wide,"Built-in Barbecue, Landscaped, Lighting","Forced Air, Natural Gas","Air Exchanger, Auto Garage Door Remote(s), Built-In Appliances, Central Vacuum Roughed-in, Upgraded Insulation, Ventilation System, Water Meter",Main Level,"Urban, Irregular Lot, Ample Parking, Greenbelt, Open Spaces, Playground Nearby, Quiet Area, Schools, Shopping Nearby",,"Attached Garage, Garage Door Opener",Municipal Road,Asphalt Shing,"Carbon Monoxide Detector, Alarm System, Carbon Monoxide Detector(s), Security System, Smoke Detector(s)","Cable Connected, Cell Service, Electricity Connected, Fibre Optics, Garbage/Sanitary Collection, Natural Gas Connected, Underground Utilities",,Municipal,,,,,,,,,,,Main Level3.81 X 3.56,,2nd Level2.16 X 1.83,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/880-dundas-st/19795587/mlsx6066344/,"$849,000",,Multi-family,4+2,6,,,Public Transit,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,32.08 x 100.25 FT ; 88.05 X 32.08 X 100.25 X 32.08 X 12.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/1430-mickleborough-drive/19804071/mls40428530/,"$799,900",,,3,3+1,,,,2007,,,1682.31 Square Feet,,109.04 Feet,33.46 Feet,R1-13(3),Sewer (Municipal),,3,Main Level1.68 X 1.52,2nd Level3.66 X 3.15,2nd Level4.42 X 4.24,,Main Level3.53 X 3.02,Main Level3.23 X 3.05,Basement Level6.02 X 3.76,Main Level6.25 X 3.63,,,,,,,Basement Level2.92 X 2.59,,,,,,,< 0.5,Two Story,"Full, Finished, Sump Pump","Brick, Vinyl Siding",Central Air,Private Drive Single Wide,Year Round Living,"Forced Air, Natural Gas",High Speed Internet,"Laundry Closet, Upper Level","Urban, Rectangular, Library, Park, Place of Worship, Playground Nearby, Public Transit, Quiet Area, Rec./Community Centre, School Bus Route, Schools, Shopping Nearby",,"Attached Garage, Garage Door Opener, Exclusive, Asphalt","Municipal Road, Public Road, Year Round Road",Shingle,Smoke Detector(s),"Cable Available, Cell Service, Electricity Connected, Garbage/Sanitary Collection, Natural Gas Connected, Recycling Pickup, Street Lights, Phone Available, Underground Utilities",,Municipal,,,,,,,,,,,,,Basement Level3.53 X 3.30Note:Gym,,Full,,,,,,,,,,,Paved,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/850-lorne-ave/19792127/mlsx6064220/,"$599,000",Freehold,Single Family,3,2,,,"Park, Schools",,Community Centre,,,,,,,,,2,Ground LevelMeasurements not available,2nd LevelMeasurements not available,,,Ground LevelMeasurements not available,Ground LevelMeasurements not available,Basement LevelMeasurements not available,Ground LevelMeasurements not available,,,,"Hydro - Installed, Natural Gas - Installed, Cable - Installed, Sewer - Installed",,,,Basement LevelMeasurements not available,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,26.33 x 98.92 FT,2nd LevelMeasurements not available,2nd LevelMeasurements not available,,,,,,,,Basement LevelMeasurements not available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/25-475-sandringham-cres/19797228/mlsx6068948/,"$434,900",Condominium/Strata,Single Family,3,2,,,,,,,,,,,,,,1,,2nd Level3.05 m x 3.05 m10.01 ft x 10.01 ft,2nd Level4.17 m x 4.11 m13.68 ft x 13.48 ft,Basement Level4.95 m x 3.45 m16.24 ft x 11.32 ft,,Main Level5.00 m x 2.54 m16.40 ft x 8.33 ft,,Main Level6.45 m x 4.09 m21.16 ft x 13.42 ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$301 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/210-464-springbank-drive/19791477/mls40428163/,"$1,080,990",,,3,3+0,,,,,,,1535 Square Feet,,,,"H11, R9-7, B-59",Sewer (Municipal),,,Main Level,Main Level3.71 X 5.36,,,,Main Level3.61 X 3.10,,,,,,,,,,,,,,,,,1 Storey/Apt,,Other,Central Air,Visitor Parking,,Forced Air,Elevator,In-Suite,"Urban, Ample Parking, Public Transit, Schools, Shopping Nearby",,,,Flat,,,,Municipal,,,,,,,,,,,Main Level2.97 X 3.23,,Main Level6.25 X 2.92Note:Living/Dining Room,,,,,,,,,,,,,,,,"BBQs Permitted, Concierge, Elevator(s), Fitness Center, Guest Suites, Media Room, Party Room, Pool, Parking","Indoor, Indoor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/209-464-springbank-drive/19791463/mls40428142/,"$1,039,990",,,3,3+0,,,,,,,1452 Square Feet,,,,"H11, R9-7, B-59",Sewer (Municipal),,,Main Level,Main Level3.07 X 2.72,,,,Main Level3.48 X 4.17,,,,,,,,,,,,,,,,,1 Storey/Apt,,Other,Central Air,"Covered Parking, Visitor Parking",,Forced Air,Elevator,In-Suite,"Urban, Ample Parking, Public Transit, Schools, Shopping Nearby",,,,Flat,,,,Municipal,,,,,,,,,,,,,Main Level6.32 X 5.21Note:Living/Dining Room,,,,,,,,,,,,,,,,"BBQs Permitted, Concierge, Elevator(s), Fitness Center, Guest Suites, Media Room, Party Room, Pool, Parking","Indoor, Indoor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/214-464-springbank-drive/19791512/mls40428168/,"$956,990",,,3,3+0,,,,,,,1315 Square Feet,,,,"H11, R9-7, B-59",Sewer (Municipal),,,Main Level,Main Level3.20 X 2.49,,,,Main Level4.14 X 2.74,,,,,,,,,,,,,,,,,1 Storey/Apt,,Other,Central Air,Visitor Parking,,Forced Air,Elevator,In-Suite,"Urban, Ample Parking, Public Transit, Schools, Shopping Nearby",,,,Flat,,,,Municipal,,,,,,,,,,,,,Main Level4.88 X 4.57Note:Living/Dining Room,,,,,,,,,,,,,,,,"BBQs Permitted, Concierge, Elevator(s), Fitness Center, Guest Suites, Media Room, Party Room, Pool, Parking","Indoor, Indoor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/913-464-springbank-drive/19791508/mls40428234/,"$832,990",,,2,2+1,,,,,,,1128 Square Feet,,,,"H11, R9-7, B-59",Sewer (Municipal),,,Main Level,Main Level3.89 X 4.09,,,,Main Level4.90 X 3.61,,,,,,,,,,,,,,,,,1 Storey/Apt,,Other,Central Air,Visitor Parking,,Forced Air,Elevator,In-Suite,"Urban, Ample Parking, Public Transit, Schools, Shopping Nearby",,,,Flat,,,,Municipal,,,,,,,,,,,,,Main Level5.72 X 3.40Note:Living/Dining Room,,,,,,,,,,,,,,,,"BBQs Permitted, Concierge, Elevator(s), Fitness Center, Guest Suites, Media Room, Party Room, Pool, Parking",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/820-464-springbank-drive/19791484/mls40428226/,"$814,990",,,3,2+0,,,,,,,1084 Square Feet,,,,"H11, R9-7, B-59",Sewer (Municipal),,,Main Level,Main Level2.74 X 2.79,,,,,,Main Level4.37 X 4.11,,,,,,,,,,,,,,,1 Storey/Apt,,Other,Central Air,Visitor Parking,,Forced Air,Elevator,In-Suite,"Urban, Ample Parking, Public Transit, Schools, Shopping Nearby",,,,Flat,,,,Municipal,,,,,,,,,,,,,Main Level4.27 X 3.05Note:Kitchen/Dining Room,,,,,,,,,,,,,,,,"BBQs Permitted, Concierge, Elevator(s), Fitness Center, Guest Suites, Media Room, Party Room, Pool, Parking",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/618-464-springbank-drive/19791493/mls40428219/,"$755,990",,,2,2+0,,,,,,,1068 Square Feet,,,,"H11, R9-7, B-59",Sewer (Municipal),,,Main Level,Main Level3.63 X 2.79,,,Main Level2.87 X 2.29,Main Level3.84 X 2.82,,Main Level3.00 X 3.89,,,,,,,,,,,,,,,1 Storey/Apt,,Other,Central Air,Visitor Parking,,Forced Air,Elevator,In-Suite,"Urban, Ample Parking, Public Transit, Schools, Shopping Nearby",,,,Flat,,,,Municipal,,,,,,,,,,,,,Main Level2.51 X 1.55Note:Bonus Room,,,,,,,,,,,,,,,,"BBQs Permitted, Concierge, Elevator(s), Fitness Center, Guest Suites, Media Room, Party Room, Pool, Parking",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/909-464-springbank-drive/19791455/mls40428230/,"$699,990",,,1,1+1,,,,,,,931 Square Feet,,,,"H11, R9-7, B-59",Sewer (Municipal),,,Main Level,Main Level3.89 X 4.27,,,Main Level2.34 X 2.74,Main Level3.68 X 1.98,,Main Level5.84 X 1.60,,,,,,,,,,,,,,,1 Storey/Apt,,Other,Central Air,Visitor Parking,,Forced Air,Elevator,In-Suite,"Urban, Ample Parking, Public Transit, Schools, Shopping Nearby",,,,Flat,,,,Municipal,,,,,,,,,,,,,Main Level3.43 X 1.78Note:Bonus Room,,,,,,,,,,,,,,,,"BBQs Permitted, Concierge, Elevator(s), Fitness Center, Guest Suites, Media Room, Party Room, Pool, Parking",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/303-464-springbank-drive/19791461/mls40428185/,"$697,990",,,2,2+0,,,,,,,914 Square Feet,,,,"H11, R9-7, B-59",Sewer (Municipal),,,Main Level,Main Level3.00 X 2.87,,,,Main Level3.30 X 2.72,,,,,,,,,,,,,,,,,1 Storey/Apt,,Other,Central Air,Visitor Parking,,Forced Air,Elevator,In-Suite,"Urban, Ample Parking, Public Transit, Schools, Shopping Nearby",,,,Flat,,,,Municipal,,,,,,,,,,,,,Main Level3.12 X 2.31Note:Bonus Room,,,,,,,,,,,,,,,,"BBQs Permitted, Concierge, Elevator(s), Fitness Center, Guest Suites, Media Room, Party Room, Pool, Parking","Indoor, Indoor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/602-464-springbank-drive/19791487/mls40428208/,"$679,990",,,2,2+0,,,,,,,879 Square Feet,,,,"H11, R9-7, B-59",Sewer (Municipal),,,Main Level,Main Level3.30 X 3.51,,,,Main Level3.45 X 2.72,,,,,,,,,,,,,,,,,1 Storey/Apt,,Other,Central Air,Visitor Parking,,Forced Air,Elevator,In-Suite,"Urban, Ample Parking, Public Transit, Schools, Shopping Nearby",,,,Flat,,,,Municipal,,,,,,,,,,,,,Main Level8.10 X 3.15Note:Living/Dining Room,,,,,,,,,,,,,,,,"BBQs Permitted, Concierge, Elevator(s), Fitness Center, Guest Suites, Media Room, Party Room, Pool, Parking",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/524-464-springbank-drive/19791506/mls40428197/,"$524,990",,,1,1+0,,,,,,,649 Square Feet,,,,"H11, R9-7, B-59",Sewer (Municipal),,,Main Level,Main Level2.90 X 3.00,,,,Main Level3.00 X 2.74,,,,,,,,,,,,,,,,,1 Storey/Apt,,Other,Central Air,Visitor Parking,,Forced Air,Elevator,In-Suite,"Urban, Ample Parking, Public Transit, Schools, Shopping Nearby",,,,Flat,,,,Municipal,,,,,,,,,,,,,Main Level2.74 X 1.80Note:Bonus Room,,,,,,,,,,,,,,,,"BBQs Permitted, Concierge, Elevator(s), Fitness Center, Guest Suites, Media Room, Party Room, Pool, Parking",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/1130-medway-park-drive/19791519/mls40428008/,"$1,048,000",,,4,3+1,,,,2016,,,1720 Square Feet,,109 Feet,36.00 Feet,"h-R1-3(7), h-R1-3",Sewer (Municipal),,,2nd Level,2nd Level2.79 X 2.95,2nd Level4.75 X 3.66,"Other level
                
            
        
        
            
                :Lower5.79 X 4.01",,Main Level3.05 X 4.17,,Main Level4.83 X 3.23,,,,,,,,,,,,,,,Two Story,"Walk-Out Access, Full, Finished","Brick, Stone, Vinyl Siding",Central Air,Private Drive Double Wide,Year Round Living,Forced Air,Other,,"Urban, Rectangular, Park, Playground Nearby, Shopping Nearby",Other,Attached Garage,Year Round Road,Shingle,Other,Natural Gas Connected,Pond,Other,None,"Pond, Other",,,,,,,,,,"Other level
                
            
        
        
            
                :Lower2.03 X 2.95",,,,,,,,,,,,,,,,,,None,Main Level3.63 X 4.17,Other,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/880-dundas-street/19788785/mls40419282/,"$849,000",,,6,,,,,,,,0 Square Feet,,100 Feet,32.00 Feet,BDC,Sewer (Municipal),,1,,,,,,,,,,,,,,,,,,,,,,< 0.5,,"Full, Finished",Vinyl Siding,None,Private Drive Single Wide,,Gas Hot Water,Separate Hydro Meters,"Coin Operated, In Building","Urban, City Lot, Park, Place of Worship, Playground Nearby, Public Parking, Public Transit, Shopping Nearby",,,,Asphalt Shing,None,,,Municipal,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.royallepage.ca/en/property/ontario/london/2006-363-colborne-street/19787611/mls40426747/,"$409,900",,,2,2+0,,,,1986,,,1036.2 Square Feet,,,,DA 2,Sewer (Municipal),,,Main Level2.13 X 2.18,Main Level3.63 X 3.10,Main Level4.78 X 3.07,,Main Level4.55 X 2.29,Main Level3.35 X 2.44,,Main Level7.16 X 4.06,,,,,,,,,,,,,,Not Applicable,1 Storey/Apt,None,Concrete,Central Air,"Covered Parking, Visitor Parking","Balcony, Controlled Entry, Tennis Court(s)","Electric Forced Air, Heat Pump","Auto Garage Door Remote(s), Elevator, Sauna, Separate Heating Controls, Separate Hydro Meters",In-Suite,"Urban, Arts Centre, Business Centre, Dog Park, City Lot, Hospital, Library, Park, Place of Worship, Playground Nearby, Public Parking, Schools, Shopping Nearby",,,,"Flat, Tar/Gravel",,,City,Municipal-Metered,,,,,,,$601,,,,,,,,,Window Coverings,,,,,,,,,,,,,"Elevator(s), Fitness Center, Guest Suites, Library, Pool, Sauna, Tennis Court(s), Parking","Indoor, Salt Water, Indoor, Salt Water",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
