,Link,Price,Bedrooms:,Bathrooms:,Floor Space (approx):,Lot Frontage:,Zoning:,Sewer:,Bathroom,Bedroom,Primary Bedroom,Kitchen,Acres Range:,Architectural Style:,Basement:,Construction Materials:,Cooling:,Driveway Parking:,Heating:,Lot Features:,Roof:,Water Source:,Number_Parking_Spaces
333,https://www.royallepage.ca/en/property/ontario/london/8-denlaw-road/20111844/mls40453972/,"$523,500",3,1+1,1126 Square Feet,38.94 Feet,R2-2,Sewer (Municipal),Main Level1.50 X 1.22,2nd Level2.82 X 2.69,2nd Level3.94 X 3.38,Main Level2.90 X 2.69,< 0.5,Two Story,"Full, Partially Finished","Brick, Vinyl Siding",Central Air,Private Drive Single Wide,"Forced Air, Natural Gas","Urban, Irregular Lot, Near Golf Course, Hospital, Library, Park, Place of Worship, Playground Nearby, Public Transit, Rec./Community Centre, Regional Mall, Schools, Shopping Nearby, Trails",Shingle,Municipal-Metered,2.0
334,https://www.royallepage.ca/en/property/ontario/london/65-dillabough-street/20111883/mls40453405/,"$499,900",2,,726 Square Feet,35.00 Feet,R2-2,Sewer (Municipal),,,,,< 0.5,,"Walk-Up Access, Full, Finished",Brick,,Private Drive Single Wide,Forced Air,"Urban, Cul-De-Sac, Playground Nearby, Public Transit, School Bus Route, Schools, Shopping Nearby",Shingle,Municipal,
335,https://www.royallepage.ca/en/property/ontario/london/603-500-talbot-street/20107251/mls40453382/,"$424,900",2,2+0,1320 Square Feet,129.00 Feet,DA2,Sewer (Municipal),Main Level,Main Level3.56 X 3.30,Main Level5.44 X 3.35,Main Level5.77 X 2.67,< 0.5,1 Storey/Apt,,"Aluminum Siding, Asbestos, Other","Ductless, Wall Unit(s)",Covered Parking,"Baseboard, Combo Furnace, Electric, Hot Water","Urban, Irregular Lot, Airport, Corner Lot, City Lot, Near Golf Course, High Traffic Area, Hospital, Library, Park, Playground Nearby, Public Parking, Public Transit, School Bus Route, Schools, Shopping Nearby, Trails",Flat,Municipal,
336,https://www.royallepage.ca/en/property/ontario/london/56-56-chiddington-gate/20108277/mls40453542/,"$399,000",2,1+3,1603 Square Feet,0.00 Feet,R5-3,Sewer (Municipal),Main Level,2nd Level4.39 X 5.79,,Main Level4.39 X 2.59,< 0.5,Split Level,"Walk-Out Access, Full, Finished","Aluminum Siding, Brick","Window Unit(s), Other","Private Drive Single Wide, Visitor Parking","Baseboard, Electric","Urban, Hospital, Landscaped, Library, Park, Place of Worship, Playground Nearby, Rec./Community Centre, Schools, Shopping Nearby",Asphalt Shing,Municipal,
337,https://www.royallepage.ca/en/property/ontario/london/140-fullarton-st/20104165/mlsx6659012/,"$99,000",,,,196.6 Feet,,,,,,,,,,,,,,,,,
338,https://www.royallepage.ca/en/property/ontario/london/462-cheapside-street/20098468/mls40452383/,"$1,999,900",0,,,74.00 Feet,cc,Sewer (Municipal),,,,,,,"Separate Entrance, Full, Unfinished","Brick Veneer, Stucco, Vinyl Siding",Central Air,,"Forced Air, Natural Gas","Corner Lot, High Traffic Area, Landscaped, Public Transit, Shopping Nearby",,Municipal,
339,https://www.royallepage.ca/en/property/ontario/london/3077-white-oak-road/20102884/mls40453130/,"$1,950,000",5,2+0,2200 Square Feet,105.00 Feet,R1-10,Sewer (Municipal),Main Level1.37 X 2.44,2nd Level3.66 X 3.51,,Main Level3.51 X 6.25,< 0.5,Two Story,"Partial, Unfinished, Sump Pump",Vinyl Siding,,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Square, Corner Lot, Highway Access, Hospital, Landscaped, Library, Major Highway, Park, Place of Worship, Playground Nearby, Public Transit, Rec./Community Centre, Regional Mall, School Bus Route, Schools, Shopping Nearby, Skiing, Trails",Asphalt Shing,Municipal,
340,https://www.royallepage.ca/en/property/ontario/london/1846-ballymote-avenue/20098442/mls40452799/,"$1,249,900",5,3+1,2800 Square Feet,50.00 Feet,R1-3,Sewer (Municipal),Main Level,2nd Level4.01 X 3.66,2nd Level4.88 X 3.86,Main Level2.82 X 4.42,< 0.5,Two Story,"Walk-Up Access, Full, Finished, Sump Pump","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Rectangular, Airport, Campground, Dog Park, Near Golf Course, Highway Access, Hospital, Library, Major Highway, Open Spaces, Park, Place of Worship, Playground Nearby, Public Transit, Quiet Area, Ravine, Rec./Community Centre, Regional Mall, School Bus Route, Schools, Shopping Nearby",Shingle,"Municipal, Municipal-Metered",
341,https://www.royallepage.ca/en/property/ontario/london/1041-medway-park-drive/20097256/mls40450622/,"$1,195,000",4,3+1,2515 Square Feet,50.38 Feet,R1-4,Sewer (Municipal),2nd Level,2nd Level4.39 X 3.94,Main Level3.91 X 5.49,Main Level4.65 X 4.24,< 0.5,Two Story,"Full, Finished, Sump Pump","Brick, Stone, Stucco, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Irregular Lot, Dog Park, Near Golf Course, Hospital, Landscaped, Park, Place of Worship, Playground Nearby, Public Transit, Quiet Area, Rec./Community Centre, School Bus Route, Shopping Nearby",Shingle,Municipal,
342,https://www.royallepage.ca/en/property/ontario/london/30-mantle-place/20108199/mls40452904/,"$1,152,000",3,2+1,2460 Square Feet,60.00 Feet,R1-6,Sewer (Municipal),2nd Level,2nd Level3.35 X 3.35,2nd Level5.18 X 4.50,Main Level6.20 X 5.00,< 0.5,Two Story,"Full, Unfinished",Brick,Central Air,Front Yard Parking,Natural Gas,"Urban, Cul-De-Sac, Landscaped, Park, Playground Nearby, Public Transit, Schools, Shopping Nearby",Asphalt Shing,Municipal,4.0
343,https://www.royallepage.ca/en/property/ontario/london/1754-owen-lane/20096139/mlsx6654768/,"$999,999",4,3,,,,,,2nd Level16.00 m x 12.60 m52.49 ft x 41.34 ft,,Main Level12.00 m x 11.50 m39.37 ft x 37.73 ft,,,,,,,,,,,6.0
344,https://www.royallepage.ca/en/property/ontario/london/719-old-hunt-road/20098494/mls40452278/,"$999,900",3,3+1,1813 Square Feet,80.00 Feet,R1-9,Sewer (Municipal),"Other level
                
            
        
        
            
                :Lower",2nd Level3.56 X 3.58,2nd Level4.01 X 4.83,Main Level4.90 X 3.51,< 0.5,Two Story,"Full, Finished","Brick, Vinyl Siding","Central Air, Energy Efficient",Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Landscaped, Park, Place of Worship, Playground Nearby, Public Transit, Quiet Area, School Bus Route, Schools, Shopping Nearby, Trails",Shingle,Municipal-Metered,
345,https://www.royallepage.ca/en/property/ontario/london/513-cardigan-place/20102614/mls40453186/,"$940,000",4,3+0,1618 Square Feet,51.55 Feet,R1-4,Sewer (Municipal),Basement Level,2nd Level3.17 X 3.89,2nd Level4.72 X 4.09,Main Level4.95 X 5.51,< 0.5,Split Level,"Full, Finished, Sump Pump","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Irregular Lot, Cul-De-Sac, Park, Place of Worship, Playground Nearby, Public Transit, Quiet Area, School Bus Route, Schools, Shopping Nearby",Asphalt Shing,Municipal-Metered,
346,https://www.royallepage.ca/en/property/ontario/london/12-920-southdale-road-w/20096951/mls40437718/,"$899,900",3,3+0,1817.63 Square Feet,,R6-4,Sewer (Municipal),Main Level2.57 X 1.52,Main Level3.33 X 4.37,Main Level4.72 X 3.76,Main Level5.13 X 3.38,,Bungalow,"Full, Partially Finished, Sump Pump","Brick, Stucco, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Landscaped, Park, Place of Worship, Schools, Shopping Nearby, Trails",Shingle,Municipal,4.0
347,https://www.royallepage.ca/en/property/ontario/london/110-eula-white-place/20098567/mls40452830/,"$769,000",4,2+1,1140 Square Feet,44.00 Feet,R1-4,Sewer (Municipal),Main Level,Main Level3.25 X 2.95,Main Level3.81 X 5.11,Main Level3.58 X 3.89,< 0.5,Bungalow Raised,"Full, Finished",Brick,Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Quiet Area, Trails",Shingle,Municipal,
348,https://www.royallepage.ca/en/property/ontario/london/17-cove-road/20098960/mls40452991/,"$699,900",4,2+0,999.39 Square Feet,32.00 Feet,R2-2,Sewer (Municipal),Main Level,"Other level
                
            
        
        
            
                :Lower3.30 X 4.83",Main Level3.00 X 3.61,Main Level3.73 X 4.06,< 0.5,Bungalow,"Separate Entrance, Full, Finished, Sump Pump",Vinyl Siding,Central Air,,Forced Air,"Urban, Irregular Lot, City Lot, Greenbelt, Open Spaces, Park, Place of Worship, Playground Nearby, Public Parking, Public Transit, School Bus Route, Schools, Shopping Nearby, Trails",Asphalt Shing,Municipal-Metered,
349,https://www.royallepage.ca/en/property/ontario/london/161-queenston-crescent/20102952/mls40453019/,"$599,900",4,2+0,931 Square Feet,50.00 Feet,R1-6,Sewer (Municipal),Main Level,Main Level2.97 X 3.35,Main Level2.92 X 4.34,,< 0.5,Bungalow,"Full, Finished",Brick,Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Landscaped, Open Spaces, Park, Playground Nearby, Public Transit, Schools, Shopping Nearby","Asphalt, Shingle",Municipal,
350,https://www.royallepage.ca/en/property/ontario/london/570-rosedale-street/20098490/mls40447692/,"$549,999",3,,935 Square Feet,31.00 Feet,R3-2,Sewer (Municipal),,,,,< 0.5,,"Full, Partially Finished",Brick,,Private Drive Single Wide,"Forced Air, Natural Gas","Urban, City Lot, High Traffic Area, Highway Access, Hospital, Library, Park, Public Transit, Schools",Asphalt Shing,Municipal-Metered,
351,https://www.royallepage.ca/en/property/ontario/london/570-rosedale-street/20098582/mls40449385/,"$549,999",3,3+0,935 Square Feet,31.00 Feet,R3-2,Sewer (Municipal),Main Level,Basement Level3.38 X 3.02,,2nd Level3.43 X 2.03,< 0.5,1.5 Storey,"Separate Entrance, Full, Partially Finished",Brick,,Private Drive Single Wide,"Forced Air, Natural Gas","Urban, City Lot, High Traffic Area, Highway Access, Hospital, Library, Park, Public Transit, Schools",Asphalt Shing,Municipal-Metered,
352,https://www.royallepage.ca/en/property/ontario/london/375-manitoba-st/20096893/mlsx6656914/,"$499,000",3,1,,,,,Main LevelMeasurements not available,Main Level4.72 m x 2.36 m15.49 ft x 7.74 ft,2nd Level4.47 m x 3.23 m14.67 ft x 10.60 ft,Main Level3.38 m x 3.45 m11.09 ft x 11.32 ft,,,,,,,,,,,3.0
353,https://www.royallepage.ca/en/property/ontario/london/46-311-vesta-road/20102979/mls40451967/,"$469,900",3,1+1,1100 Square Feet,,R9-3,Sewer (Municipal),2nd Level,2nd Level2.90 X 2.74,2nd Level3.96 X 3.91,Main Level3.66 X 3.17,,Two Story,"Full, Finished","Brick, Vinyl Siding",Window Unit(s),"Covered Parking, Outside/Surface/Open","Baseboard, Electric","Urban, Place of Worship, Playground Nearby, Public Parking, Public Transit, Quiet Area, School Bus Route, Schools, Shopping Nearby",Shingle,Municipal,
354,https://www.royallepage.ca/en/property/ontario/london/35-475-sandringham-cres/20095761/mlsx6656250/,"$399,000",3,2,,,,,,2nd Level3.05 m x 3.05 m10.01 ft x 10.01 ft,2nd Level4.17 m x 4.11 m13.68 ft x 13.48 ft,Main Level5.00 m x 2.54 m16.40 ft x 8.33 ft,,,,,,,,,,,1.0
355,https://www.royallepage.ca/en/property/ontario/london/4096-campbell-street-n/20093557/mls40452277/,"$1,299,000",4,3+1,3225 Square Feet,52.13 Feet,R1-9,Sewer (Municipal),Main Level1.70 X 2.39,2nd Level3.45 X 3.66,2nd Level5.18 X 4.93,Main Level3.05 X 4.88 X 4.88,< 0.5,Two Story,"Full, Unfinished","Stone, Stucco",Central Air,Private Drive Double Wide,Forced Air,"Urban, Major Anchor, Playground Nearby, Public Transit, Schools, Shopping Nearby",Asphalt Shing,Municipal,4.0
356,https://www.royallepage.ca/en/property/ontario/london/2452-red-thorne-avenue/20093434/mls40452553/,"$1,199,900",5,4+1,2538 Square Feet,49.00 Feet,r1-4,Sewer (Municipal),Main Level,2nd Level3.76 X 3.81,2nd Level4.62 X 4.37,Main Level4.75 X 3.02,< 0.5,Two Story,"Full, Finished, Sump Pump","Brick, Stone, Stucco",Central Air,Private Drive Double Wide,Forced Air,"Urban, Rectangular, Paved, Highway Access, Landscaped, Major Highway, Park, Playground Nearby, Public Parking, Public Transit, Quiet Area, School Bus Route, Schools, Shopping Nearby, Trails",Asphalt Shing,Municipal,
357,https://www.royallepage.ca/en/property/ontario/london/150-sunnyside-drive/20093492/mls40447828/,"$1,150,000",4,2+1,2416.31 Square Feet,75.44 Feet,OS4,Sewer (Municipal),2nd Level3.43 X 1.75,2nd Level3.89 X 3.61,2nd Level5.49 X 4.24,,< 0.5,Two Story,"Full, Finished, Sump Pump","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Hospital, Landscaped, Library, Park, Place of Worship, Playground Nearby, Quiet Area, Rec./Community Centre, Regional Mall, Schools, Shopping Nearby, Trails",Metal,Municipal-Metered,
358,https://www.royallepage.ca/en/property/ontario/london/3948-big-leaf-trail/20088437/mls40452158/,"$999,900",4,3+1,2475 Square Feet,40.00 Feet,R1-3,Sewer (Municipal),Main Level,2nd Level3.17 X 3.86,2nd Level4.22 X 4.88,Main Level3.76 X 3.61,< 0.5,Two Story,"Development Potential, Full, Unfinished","Brick, Stucco, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Near Golf Course, Highway Access, Hospital, Major Highway, Place of Worship, Schools, Shopping Nearby",Asphalt Shing,Municipal,4.0
359,https://www.royallepage.ca/en/property/ontario/london/785-dalkeith-avenue/20093561/mls40452302/,"$899,900",5,,1200 Square Feet,60.00 Feet,R1-7,Sewer (Municipal),,,,,< 0.5,,"Separate Entrance, Full, Finished","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Rectangular, Open Spaces, Park, Playground Nearby, Schools, Shopping Nearby",Asphalt Shing,Municipal-Metered,
360,https://www.royallepage.ca/en/property/ontario/london/785-dalkeith-avenue/20093339/mls40448695/,"$899,900",5,2+0,1200 Square Feet,60.00 Feet,R1-7,Sewer (Municipal),2nd Level,"Other level
                
            
        
        
            
                :Lower3.23 X 3.20",,Main Level3.07 X 2.84,< 0.5,Sidesplit,"Separate Entrance, Full, Finished","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Rectangular, Open Spaces, Park, Playground Nearby, Schools, Shopping Nearby",Asphalt Shing,Municipal-Metered,
361,https://www.royallepage.ca/en/property/ontario/london/33-3425-grand-oak-crossing/20093591/mls40452345/,"$859,900",3,2+1,1957 Square Feet,,R6-5,Sewer (Municipal),Main Level,2nd Level4.22 X 3.17,2nd Level5.56 X 4.32,Main Level3.81 X 3.35,< 0.5,Two Story,"Development Potential, Full, Unfinished","Brick, Stone, Stucco, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Near Golf Course, Highway Access, Hospital, Major Highway, Place of Worship, Schools, Shopping Nearby",Asphalt Shing,Municipal-Metered,
362,https://www.royallepage.ca/en/property/ontario/london/2674-buroak-drive/20088789/mls40451935/,"$857,500",3,3+0,1417 Square Feet,0.00 Feet,R6-5,Sewer (Municipal),Main Level,Main Level3.10 X 3.17,Main Level4.72 X 3.48,Main Level6.45 X 2.69,< 0.5,Bungalow,"Full, Finished","Brick, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Near Golf Course, Landscaped, Park, Playground Nearby, Schools, Shopping Nearby",Asphalt Shing,Municipal-Metered,
363,https://www.royallepage.ca/en/property/ontario/london/6707-royal-magnolia-avenue/20093481/mls40452389/,"$729,900",4,2+1,2181 Square Feet,24.00 Feet,"R2-1, R4-6",Sewer (Municipal),2nd Level,2nd Level4.37 X 3.05,2nd Level4.37 X 3.86,Main Level4.32 X 4.67,< 0.5,Two Story,"Development Potential, Full, Unfinished","Brick, Stucco, Vinyl Siding",Central Air,Private Drive Single Wide,"Forced Air, Natural Gas","Urban, Near Golf Course, Highway Access, Hospital, Major Highway, Place of Worship, Schools, Shopping Nearby",Asphalt Shing,Municipal,
364,https://www.royallepage.ca/en/property/ontario/london/6803-royal-magnolia-avenue/20093483/mls40452280/,"$689,900",3,2+1,1908 Square Feet,24.00 Feet,R2-1 R4-6,Sewer (Municipal),2nd Level,2nd Level3.51 X 3.12,2nd Level3.71 X 4.42,Main Level3.20 X 4.67,< 0.5,Two Story,"Development Potential, Full, Unfinished","Brick, Stucco, Vinyl Siding",Central Air,Private Drive Single Wide,"Forced Air, Natural Gas","Urban, Near Golf Course, Highway Access, Hospital, Major Highway, Place of Worship, Schools, Shopping Nearby",Asphalt Shing,Municipal,2.0
365,https://www.royallepage.ca/en/property/ontario/london/376-briarhill-ave/20084598/mlsx6652550/,"$660,000",2+2,2,,,,,Main Level3.45 m x 2.57 m11.32 ft x 8.43 ft,Main Level2.62 m x 3.33 m8.60 ft x 10.93 ft,Main Level3.45 m x 3.38 m11.32 ft x 11.09 ft,Main Level3.38 m x 3.51 m11.09 ft x 11.52 ft,,,,,,,,,,,7.0
366,https://www.royallepage.ca/en/property/ontario/london/60-harding-crescent/20104483/mls40452849/,"$599,000",3,2+0,2000 Square Feet,30.08 Feet,R2-3,Sewer (Municipal),2nd Level,2nd Level3.07 X 3.07,2nd Level3.99 X 2.77,Basement Level3.68 X 2.67,< 0.5,Two Story,"Separate Entrance, Full, Finished","Brick, Vinyl Siding",Central Air,Private Drive Single Wide,Electric,"Urban, Hospital, Park, Place of Worship, Public Transit, Quiet Area, Rec./Community Centre, Regional Mall, Schools",Asphalt Shing,Municipal-Metered,
367,https://www.royallepage.ca/en/property/ontario/london/11-baseline-rd/20081486/mlsx6651126/,"$199,000",,2,,803 Feet,,,,,,,,,,,,,,,,,
368,https://www.royallepage.ca/en/property/ontario/london/2005-maddex-way/20088633/mls40451773/,"$1,279,900",4,3+1,2611 Square Feet,50.00 Feet,R1-5,Sewer (Municipal),2nd Level,2nd Level3.20 X 3.66,2nd Level4.06 X 4.83,Main Level5.49 X 5.94,< 0.5,Two Story,"Development Potential, Full, Unfinished, Sump Pump",Brick,Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Hospital, Library, Open Spaces, Park, Playground Nearby, Quiet Area, Rec./Community Centre, Schools, Shopping Nearby, Trails",Asphalt Shing,Municipal-Metered,
369,https://www.royallepage.ca/en/property/ontario/london/132-big-leaf-trail/20088800/mls40451619/,"$939,900",3,2+1,1975 Square Feet,40.00 Feet,R1-3,Sewer (Municipal),2nd Level,2nd Level3.91 X 3.05,2nd Level4.27 X 4.17,Main Level4.83 X 2.59,< 0.5,Two Story,"Full, Unfinished, Sump Pump","Brick, Stucco, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Highway Access, Library, Playground Nearby, Public Parking, Public Transit, Rec./Community Centre, School Bus Route, Shopping Nearby, Skiing, Trails",Asphalt Shing,Municipal-Metered,
370,https://www.royallepage.ca/en/property/ontario/london/133-big-leaf-trail/20088782/mls40451624/,"$899,900",3,2+1,1865 Square Feet,40.00 Feet,R1-3,Sewer (Municipal),2nd Level,2nd Level3.40 X 3.30,2nd Level4.14 X 4.06,Main Level3.35 X 3.35,< 0.5,Two Story,"Full, Unfinished, Sump Pump","Brick, Stucco, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Highway Access, Library, Playground Nearby, Public Parking, Public Transit, School Bus Route, Schools, Shopping Nearby, Skiing",Asphalt Shing,Municipal-Metered,
371,https://www.royallepage.ca/en/property/ontario/london/lot-179-royal-magnolia-avenue/20088540/mls40451918/,"$889,900",3,2+1,1759 Square Feet,37.50 Feet,R2,Sewer (Municipal),2nd Level2.44 X 2.31 X 2.44,2nd Level3.35 X 3.05 X 2.44,2nd Level3.91 X 3.71,Main Level3.15 X 2.54 X 2.74,< 0.5,Two Story,"Full, Unfinished, Sump Pump","Board & Batten Siding, Brick, Vinyl Siding",Central Air,Private Drive Double Wide,Forced Air,"Urban, Irregular Lot, Highway Access, Major Highway, Quiet Area, Schools, Shopping Nearby",Asphalt Shing,Municipal-Metered,4.0
372,https://www.royallepage.ca/en/property/ontario/london/134-big-leaf-trail/20088773/mls40451611/,"$879,900",2,2+0,1454 Square Feet,40.00 Feet,R1-3,Sewer (Municipal),Main Level,Main Level3.40 X 3.05,Main Level4.70 X 4.11,Main Level4.42 X 3.51,< 0.5,Bungalow,"Full, Unfinished, Sump Pump","Brick, Stucco, Vinyl Siding",Central Air,Private Drive Double Wide,"Forced Air, Natural Gas","Urban, Highway Access, Library, Playground Nearby, Public Parking, Public Transit, Rec./Community Centre, School Bus Route, Shopping Nearby, Skiing, Trails",Asphalt Shing,Municipal-Metered,
373,https://www.royallepage.ca/en/property/ontario/london/lot-178-royal-magnolia-avenue/20088749/mls40451862/,"$869,900",3,2+1,1619 Square Feet,37.50 Feet,R2,Sewer (Municipal),Main Level2.13 X 0.91 X 2.74,2nd Level3.35 X 3.05 X 2.44,2nd Level4.11 X 3.35,Main Level4.06 X 2.54 X 2.74,< 0.5,Two Story,"Full, Unfinished, Sump Pump","Board & Batten Siding, Brick, Vinyl Siding",Central Air,Private Drive Double Wide,Forced Air,"Urban, Irregular Lot, Highway Access, Major Highway, Quiet Area, Schools, Shopping Nearby",Asphalt Shing,Municipal-Metered,4.0
374,https://www.royallepage.ca/en/property/ontario/london/lot-177-royal-magnolia-avenue/20088731/mls40451856/,"$849,900",3,2+1,1544 Square Feet,37.50 Feet,R2,Sewer (Municipal),Main Level1.75 X 1.52 X 2.74,2nd Level3.35 X 2.77 X 2.44,2nd Level4.11 X 3.35,Main Level3.53 X 2.54 X 2.74,< 0.5,Two Story,"Full, Unfinished, Sump Pump","Board & Batten Siding, Brick, Vinyl Siding",Central Air,Private Drive Double Wide,Forced Air,"Urban, Highway Access, Major Highway, Quiet Area, Schools, Shopping Nearby",Asphalt Shing,Municipal-Metered,4.0
375,https://www.royallepage.ca/en/property/ontario/london/lot-176-royal-magnolia-avenue/20088542/mls40451847/,"$824,900",2,1+1,1300 Square Feet,37.50 Feet,R2,Sewer (Municipal),Main Level2.44 X 1.50 X 2.74,Main Level3.17 X 3.05 X 2.74,Main Level4.27 X 3.35 X 2.74,Main Level3.71 X 3.66 X 2.74,< 0.5,1 Storey/Apt,"Full, Unfinished, Sump Pump","Board & Batten Siding, Brick, Vinyl Siding",Central Air,Private Drive Double Wide,Forced Air,"Urban, Highway Access, Major Highway, Quiet Area, Schools, Shopping Nearby",Asphalt Shing,Municipal-Metered,3.0
376,https://www.royallepage.ca/en/property/ontario/london/26-essex-street/20093469/mls40451809/,"$649,900",4,2+0,1000 Square Feet,35.00 Feet,R3-2(1),Sewer (Municipal),Main Level,"Other level
                
            
        
        
            
                :Lower3.51 X 2.82",,Main Level2.95 X 2.13,< 0.5,Bungalow,"Full, Finished","Metal/Steel Siding, Wood Siding",,Private Drive Single Wide,"Baseboard, Fireplace-Gas","Urban, Public Transit, School Bus Route, Schools, Shopping Nearby",Asphalt Shing,Sandpoint Well,
377,https://www.royallepage.ca/en/property/ontario/london/26-essex-street/20093428/mls40451828/,"$649,900",4,,1000 Square Feet,35.00 Feet,R3-2(1),Sewer (Municipal),,,,,< 0.5,,"Full, Finished","Aluminum Siding, Wood Siding",,Private Drive Single Wide,"Baseboard, Fireplace-Gas","Urban, Public Transit, Schools",Asphalt Shing,Municipal-Metered,
378,https://www.royallepage.ca/en/property/ontario/london/14-609-colborne-street/20088667/mls40451288/,"$599,900",3,2+1,1638 Square Feet,,R5-6,Sewer (Municipal),Main Level,"Other level
                
            
        
        
            
                :Lower5.28 X 3.23",2nd Level4.06 X 3.53,Main Level3.96 X 2.44,Not Applicable,Two Story,"Full, Finished","Brick, Vinyl Siding",Central Air,Private Drive Single Wide,"Forced Air, Natural Gas","Urban, City Lot, Hospital, Landscaped, Library, Open Spaces, Park, Place of Worship, Playground Nearby, Public Parking, Public Transit, Quiet Area, Ravine, Rec./Community Centre, Regional Mall, School Bus Route, Schools, Shopping Nearby, Trails",Asphalt Shing,Municipal,
379,https://www.royallepage.ca/en/property/ontario/london/11-connaught-avenue/20079938/mls40451229/,"$499,900",4,,1014 Square Feet,36.00 Feet,R2-2,Sewer (Municipal),,,,,< 0.5,,"Separate Entrance, Full, Finished",Brick,Other,Private Drive Double Wide,"Baseboard, Electric","Urban, Place of Worship, Playground Nearby, Public Transit, Rec./Community Centre, School Bus Route, Schools, Shopping Nearby",Asphalt Shing,Municipal,
380,https://www.royallepage.ca/en/property/ontario/london/11-connaught-avenue/20080784/mls40451566/,"$499,900",4,0+0,1014 Square Feet,36.00 Feet,R2-2,Sewer (Municipal),,Main Level5.18 X 2.72,,Main Level3.43 X 2.72,< 0.5,Bungalow Raised,"Separate Entrance, Full, Finished","Brick, Vinyl Siding",Other,Private Drive Double Wide,"Baseboard, Electric","Urban, Place of Worship, Playground Nearby, Public Transit, Rec./Community Centre, School Bus Route, Schools, Shopping Nearby",Asphalt Shing,Municipal,
381,https://www.royallepage.ca/en/property/ontario/london/301-9-jacksway-crescent/20088697/mls40451616/,"$435,000",2,2+0,858 Square Feet,,"R9-3, H14",Sewer (Municipal),Main Level,Main Level3.61 X 2.95,Main Level4.55 X 2.95,Main Level3.38 X 2.49,Not Applicable,1 Storey/Apt,,"Brick, Stone, Vinyl Siding",,Outside/Surface/Open,Baseboard,"Urban, Business Centre, Forest Management, Near Golf Course, High Traffic Area, Highway Access, Hospital, Library, Place of Worship, Public Parking, Public Transit, Quiet Area, Regional Mall, School Bus Route, Schools, Shopping Nearby, Trails",Shingle,Municipal-Metered,
382,https://www.royallepage.ca/en/property/ontario/london/368-richmond-street/20088483/mls40451601/,"$285,000",,,,,,,,,,,,,,,,,,"Arts Centre, City Lot, Library, Park, Public Parking, Public Transit, Schools, Shopping Nearby",,,
383,https://www.royallepage.ca/en/property/ontario/london/97-inkerman-street/20072424/mls40449830/,"$667,500",5,,3000 Square Feet,16.00 Feet,R2-2,Sewer (Municipal),,,,,< 0.5,,"Partial, Unfinished","Aluminum Siding, Cement Siding",,Private Drive Triple+ Wide,"Forced Air, Natural Gas","Urban, Airport, Arts Centre, Business Centre, Campground, Dog Park, City Lot, Near Golf Course, Highway Access, Hospital, Industrial Mall, Library, Major Highway, Open Spaces, Park, Place of Worship, Playground Nearby, Public Parking, Public Transit, Quiet Area, Rec./Community Centre, Schools, Shopping Nearby, Skiing, Trails",Fiberglass,Municipal,
384,https://www.royallepage.ca/en/property/ontario/london/157-windermere-road/20065380/mls40450270/,"$2,498,888",4,4+0,3915 Square Feet,76.25 Feet,SFR,Sewer (Municipal),2nd Level2.74 X 2.59,Main Level4.98 X 3.30,Main Level5.08 X 6.93,Main Level5.18 X 3.56,< 0.5,Two Story,"Development Potential, Other, Full, Partially Finished","Brick, Stone",Central Air,Private Drive Double Wide,"Fireplace-Gas, Forced Air, Natural Gas","Urban, Irregular Lot, Cul-De-Sac, Greenbelt, Hospital, Library, Park, Schools, Shopping Nearby, Trails",Asphalt Shing,"Municipal, Other",6.0
385,https://www.royallepage.ca/en/property/ontario/london/610-commissioners-road-w/20070026/mls40450749/,"$1,350,000",5,2+1,1300 Square Feet,60.29 Feet,R1-9,Sewer (Municipal),Main Level,Main Level3.48 X 3.05,Main Level3.48 X 3.07,Main Level4.70 X 3.07,< 0.5,Bungalow,"Separate Entrance, Full, Finished","Brick, Vinyl Siding","Central Air, Energy Efficient, Humidity Control",Front Yard Parking,"Forced Air, Natural Gas","Urban, Irregular Lot, Paved, Ample Parking, Near Golf Course, High Traffic Area, Landscaped, Public Transit, School Bus Route, Schools, Shopping Nearby",Asphalt Shing,Municipal-Metered,5.0
